NAME                         INSTALLED              FIXED-IN                  TYPE          VULNERABILITY        SEVERITY 
systemd-libs                 219-62.el7_6.5         (won't fix)               rpm           CVE-2022-4415        Medium    
systemd-libs                 219-62.el7_6.5         (won't fix)               rpm           CVE-2018-6954        Medium    
systemd-libs                 219-62.el7_6.5         (won't fix)               rpm           CVE-2016-6349        Low       
systemd-libs                 219-62.el7_6.5         (won't fix)               rpm           CVE-2017-18078       Medium    
systemd-libs                 219-62.el7_6.5         0:219-78.el7              rpm           CVE-2019-20386       Low       
systemd-libs                 219-62.el7_6.5         (won't fix)               rpm           CVE-2013-4392        Medium    
systemd-libs                 219-62.el7_6.5         (won't fix)               rpm           CVE-2022-45873       Medium    
systemd-libs                 219-62.el7_6.5         0:219-67.el7              rpm           CVE-2018-16888       Low       
systemd-libs                 219-62.el7_6.5         0:219-67.el7              rpm           CVE-2018-15686       Medium    
systemd-libs                 219-62.el7_6.5         (won't fix)               rpm           CVE-2021-3997        Medium    
systemd-libs                 219-62.el7_6.5         0:219-78.el7_9.7          rpm           CVE-2022-2526        High      
systemd-libs                 219-62.el7_6.5         0:219-67.el7              rpm           CVE-2018-16866       Medium    
tar                          2:1.26-35.el7          (won't fix)               rpm           CVE-2016-6321        Medium    
tar                          2:1.26-35.el7          (won't fix)               rpm           CVE-2019-9923        Low       
tar                          2:1.26-35.el7                                    rpm           CVE-2022-48303       Medium    
tar                          2:1.26-35.el7          (won't fix)               rpm           CVE-2018-20482       Low       
tar                          2:1.26-35.el7          (won't fix)               rpm           CVE-2005-2541        Medium    
tar                          2:1.26-35.el7          (won't fix)               rpm           CVE-2021-20193       Medium    
util-linux                   2.23.2-59.el7_6.1      (won't fix)               rpm           CVE-2016-2779        Medium    
util-linux                   2.23.2-59.el7_6.1      (won't fix)               rpm           CVE-2014-9114        Medium    
util-linux                   2.23.2-59.el7_6.1      (won't fix)               rpm           CVE-2015-5218        Low       
vim-minimal                  2:7.4.160-5.el7        (won't fix)               rpm           CVE-2022-3037        Low       
vim-minimal                  2:7.4.160-5.el7        (won't fix)               rpm           CVE-2022-2889        Low       
vim-minimal                  2:7.4.160-5.el7        (won't fix)               rpm           CVE-2022-3256        Low       
vim-minimal                  2:7.4.160-5.el7        (won't fix)               rpm           CVE-2022-2284        Low       
vim-minimal                  2:7.4.160-5.el7        (won't fix)               rpm           CVE-2022-2946        Low       
vim-minimal                  2:7.4.160-5.el7        (won't fix)               rpm           CVE-2017-1000382     Low       
vim-minimal                  2:7.4.160-5.el7        (won't fix)               rpm           CVE-2022-1619        Low       
vim-minimal                  2:7.4.160-5.el7        (won't fix)               rpm           CVE-2022-2287        Low       
vim-minimal                  2:7.4.160-5.el7        (won't fix)               rpm           CVE-2022-3234        Low       
vim-minimal                  2:7.4.160-5.el7        (won't fix)               rpm           CVE-2022-2124        Low       
vim-minimal                  2:7.4.160-5.el7        (won't fix)               rpm           CVE-2022-2345        Low       
vim-minimal                  2:7.4.160-5.el7        (won't fix)               rpm           CVE-2017-6350        Low       
vim-minimal                  2:7.4.160-5.el7        (won't fix)               rpm           CVE-2022-2862        Low       
vim-minimal                  2:7.4.160-5.el7        (won't fix)               rpm           CVE-2017-5953        Low       
vim-minimal                  2:7.4.160-5.el7        (won't fix)               rpm           CVE-2021-46059       Unknown   
vim-minimal                  2:7.4.160-5.el7        (won't fix)               rpm           CVE-2021-3903        Low       
vim-minimal                  2:7.4.160-5.el7        (won't fix)               rpm           CVE-2022-0351        Low       
vim-minimal                  2:7.4.160-5.el7        (won't fix)               rpm           CVE-2022-2126        Low       
vim-minimal                  2:7.4.160-5.el7        (won't fix)               rpm           CVE-2022-2129        Low       
vim-minimal                  2:7.4.160-5.el7        2:7.4.160-6.el7_6         rpm           CVE-2019-12735       High      
vim-minimal                  2:7.4.160-5.el7        (won't fix)               rpm           CVE-2022-2210        Low       
vim-minimal                  2:7.4.160-5.el7        (won't fix)               rpm           CVE-2022-1720        Low       
vim-minimal                  2:7.4.160-5.el7        (won't fix)               rpm           CVE-2021-3927        Low       
vim-minimal                  2:7.4.160-5.el7        (won't fix)               rpm           CVE-2022-2208        Low       
vim-minimal                  2:7.4.160-5.el7        (won't fix)               rpm           CVE-2022-2849        Low       
vim-minimal                  2:7.4.160-5.el7        (won't fix)               rpm           CVE-2023-0054        Low       
vim-minimal                  2:7.4.160-5.el7        (won't fix)               rpm           CVE-2022-2206        Low       
vim-minimal                  2:7.4.160-5.el7        (won't fix)               rpm           CVE-2022-3352        Low       
vim-minimal                  2:7.4.160-5.el7        (won't fix)               rpm           CVE-2021-4166        Low       
vim-minimal                  2:7.4.160-5.el7        (won't fix)               rpm           CVE-2022-2845        Low       
vim-minimal                  2:7.4.160-5.el7        (won't fix)               rpm           CVE-2019-20807       Medium    
vim-minimal                  2:7.4.160-5.el7        (won't fix)               rpm           CVE-2022-3235        Low       
vim-minimal                  2:7.4.160-5.el7        (won't fix)               rpm           CVE-2023-0049        Low       
vim-minimal                  2:7.4.160-5.el7        (won't fix)               rpm           CVE-2022-3296        Low       
vim-minimal                  2:7.4.160-5.el7        (won't fix)               rpm           CVE-2022-2980        Low       
vim-minimal                  2:7.4.160-5.el7        (won't fix)               rpm           CVE-2022-2819        Low       
vim-minimal                  2:7.4.160-5.el7        (won't fix)               rpm           CVE-2023-0051        Low       
vim-minimal                  2:7.4.160-5.el7        (won't fix)               rpm           CVE-2022-2923        Low       
vim-minimal                  2:7.4.160-5.el7        (won't fix)               rpm           CVE-2022-2285        Low       
vim-minimal                  2:7.4.160-5.el7        (won't fix)               rpm           CVE-2022-2207        Low       
vim-minimal                  2:7.4.160-5.el7        (won't fix)               rpm           CVE-2022-3153        Low       
vim-minimal                  2:7.4.160-5.el7        (won't fix)               rpm           CVE-2022-3705        Low       
vim-minimal                  2:7.4.160-5.el7        (won't fix)               rpm           CVE-2023-0288        Low       
vim-minimal                  2:7.4.160-5.el7        (won't fix)               rpm           CVE-2022-2182        Low       
vim-minimal                  2:7.4.160-5.el7        (won't fix)               rpm           CVE-2022-2125        Low       
vim-minimal                  2:7.4.160-5.el7        (won't fix)               rpm           CVE-2021-3974        Low       
vim-minimal                  2:7.4.160-5.el7        (won't fix)               rpm           CVE-2022-4292        Low       
vim-minimal                  2:7.4.160-5.el7        (won't fix)               rpm           CVE-2022-2286        Low       
vim-minimal                  2:7.4.160-5.el7        (won't fix)               rpm           CVE-2022-2344        Low       
vim-minimal                  2:7.4.160-5.el7        (won't fix)               rpm           CVE-2022-2175        Low       
vim-minimal                  2:7.4.160-5.el7        (won't fix)               rpm           CVE-2017-11109       Low       
vim-minimal                  2:7.4.160-5.el7        (won't fix)               rpm           CVE-2017-17087       Low       
vim-minimal                  2:7.4.160-5.el7        (won't fix)               rpm           CVE-2022-2183        Low       
vim-minimal                  2:7.4.160-5.el7        (won't fix)               rpm           CVE-2022-2817        Low       
vim-minimal                  2:7.4.160-5.el7        (won't fix)               rpm           CVE-2022-2343        Low       
wget                         1.14-18.el7            (won't fix)               rpm           CVE-2021-31879       Medium    
wget                         1.14-18.el7            (won't fix)               rpm           CVE-2017-6508        Low       
wget                         1.14-18.el7            0:1.14-18.el7_6.1         rpm           CVE-2019-5953        High      
xz                           5.2.2-1.el7            0:5.2.2-2.el7_9           rpm           CVE-2022-1271        High      
xz-libs                      5.2.2-1.el7            0:5.2.2-2.el7_9           rpm           CVE-2022-1271        High      
zlib                         1.2.7-18.el7                                     rpm           CVE-2022-37434       Medium    
zlib                         1.2.7-18.el7           0:1.2.7-20.el7_9          rpm           CVE-2018-25032       High      
